,text,labels,predicted_label
379,I assure you I am quite real and I’m having regular intercourse with your daughter.,SHELDON,SHELDON
380,233 if we include the one somebody forgot to press record on.,SHELDON,HOWARD
381,"As long as we’re apologising, Sheldon, I, I’m sorry I used your toothbrush.",RAJ,SHELDON
382,"Okay. On the count of three, I’ll shoot the fire extinguisher and get him airborne. Howard, you wave the blanket and guide him towards the exit. Raj, you hold open the curtain so he can fly out.",LEONARD,LEONARD
383,I propose we spend a weekend at a bed-and-breakfast in Napa Valley.,OTHERS,LEONARD
384,"Look, maybe it is a long shot, but sometimes long shots happen. Luke Skywalker was only given one chance to destroy the Death Star. He had to get a torpedo into an exhaust port that was only two meters wide, but with the help of The Force, he… wow, I can feel you hating me right now.",LEONARD,LEONARD
385,Did that guy just say revenge is a dish best served cold in Klingon?,OTHERS,SHELDON
386,Yes.,LEONARD,SHELDON
387,"Well, then why don’t you wear the rubber gloves I bought for you to do the dishes?",SHELDON,LEONARD
388,Who’s that?,PENNY,SHELDON
389,First take a picture with me.,HOWARD,PENNY
390,"No, she’s my guest. If anyone should offer her anything, it should be me. Elizabeth, can I get you something? Perhaps a feminine hygiene product or a bowel-regulating yogurt?",SHELDON,LEONARD
391,I’m sure it’s lovable.,OTHERS,SHELDON
392,He says if I go see his experiment tomorrow it might weird you out.,OTHERS,PENNY
393,"Gee, that’s, like, a 17-hour flight. How about I meet you halfway?",HOWARD,PENNY
394,"Oh, good. Context.",LEONARD,SHELDON
395,"Thanks again for doing this, Bernadette.",LEONARD,SHELDON
396,"I love Raj, but that’s a long time for a house guest.",OTHERS,SHELDON
397,I believe it was your turn in the game.,SHELDON,OTHERS
398,"Oh, that sounds terrible. Why would I want to do that?",SHELDON,PENNY
399,"I don’t know. I mean, she’s lonely. He needs a place to stay. I doubt there’s any funny business going on. And even if there was, who cares? They’re both adults.",RAJ,SHELDON
400,"Oh, it’s fine. You needed a suitcase, I wasn’t home, you borrowed a suitcase.",SHELDON,LEONARD
401,Okay.,LEONARD,LEONARD
402,He’s right. The numbers are shaky enough as it is.,HOWARD,SHELDON
403,Night.,PENNY,LEONARD
404,"What, so you’re saying that if in the depths of despair she throws herself at you and demands you take her, right there, right now, you’ll just walk away?",HOWARD,LEONARD
405,Comic book store.,LEONARD,SHELDON
406,Should’ve let Sheldon come.,LEONARD,LEONARD
407,Just give me the box.,OTHERS,PENNY
408,What’s your formula for the corner.,SHELDON,PENNY
409,Let’s go.,OTHERS,HOWARD
410,Milk Dud?,SHELDON,PENNY
411,"Come on, Daddy needs a livable planet he can rule with an iron fist.",SHELDON,SHELDON
412,"Well, I’d befriend SpongeBob but he’s not real, so I can’t do that, can I?",SHELDON,HOWARD
413,I do like the X-Men.,SHELDON,LEONARD
414,"Okay, you’re kind of really great.",PENNY,LEONARD
415,No.,SHELDON,PENNY
416,Is my hamburger medium well?,SHELDON,SHELDON
417,"Well, that’s sweet. I bet you’ll have fun.",OTHERS,LEONARD
418,"Nope. Uh, uh, I might not know what I meant, but I know that I didn’t mean that. Not this guy. Oh, no way.",LEONARD,LEONARD
419,"Okay, great, I mean, it doesn’t have to be a big party or anything. I was just, where’d he go?",OTHERS,LEONARD
420,Oh.,HOWARD,HOWARD
421,Like you and your dog.,HOWARD,SHELDON
422,What does it say?,SHELDON,LEONARD
423,"Hey. Oh, how’d the audition go?",LEONARD,LEONARD
424,"Yes, sir.",LEONARD,SHELDON
425,"And now for dessert, come on, hot fudge sundae, come on, hot fudge sundae. Bam! That’s what I’m talking about!",SHELDON,LEONARD
426,"He’s probably busy. You’re worried about nothing. Give it a couple more days. I’m sure he’ll play, and you’ll see that everything’s fine. My turn. I can’t let Penny hand in a bad paper, but how do I tell her it’s bad without letting her know that I read it?",LEONARD,SHELDON
427,"Well, um, on one level, really, really well.",LEONARD,SHELDON
428,"Who, me?",PENNY,LEONARD
429,"I’ll do what I can. But it’s not going to be easy, because when I’m with Amy and our bathing suit areas mush together, boy howdy, is it magic",SHELDON,LEONARD
430,Great. Here I am!,OTHERS,PENNY
431,"It’s not me, it’s my new ringtone. The Joker from Batman.",LEONARD,SHELDON
432,"Well, you’re an excellent neuroscientist, you’re a wonderful girlfriend, and…",SHELDON,LEONARD
433,"Oh, no. What have I done?",SHELDON,LEONARD
434,Peter Jackson’s office in New Zealand. It wasn’t ours.,LEONARD,PENNY
435,"Okay, I guess I can hang for a little while. So what are we watching? Sex and the city.",HOWARD,SHELDON
436,I think I hate all of you nerds.,PENNY,SHELDON
437,"It’s not a big deal. Go shopping with Amy, and we’ll save a spot in line for you.",LEONARD,HOWARD
438,Colour’s fine.,HOWARD,SHELDON
439,"No, no, no, I, I looked, and there’s, there’s, there’s no more tickets.",LEONARD,LEONARD
440,"If by cool you mean willing to, yes. If by cool you mean cool, clearly you’ve never seen me play the cello.",LEONARD,RAJ
441,That does seem to be a valid principle.,OTHERS,RAJ
442,"Oh, he speaks English, he just can’t speak to women.",HOWARD,PENNY
443,"Um, I don’t know, look it up on your phone. I’m gonna wrap it in a towel.",OTHERS,HOWARD
444,Same thing you’re doing here. I came to see Leonard’s experiment.,HOWARD,SHELDON
445,I don’t think it worked.,SHELDON,LEONARD
446,"Well, uh, Howard and Bernadette had their baby.",OTHERS,LEONARD
447,Sheldon.,LEONARD,PENNY
448,"No, I’m waiting till he’s in a good mood.",OTHERS,SHELDON
449,Mm-hmm.,LEONARD,SHELDON
450,A tribe of Abra-Comanches.,LEONARD,PENNY
451,"Oh, yeah. I remember him from the picnic. He was the one crying like a wuss the whole time.",OTHERS,LEONARD
452,You know what? I don’t want to deal with this right now.,OTHERS,SHELDON
453,I am not a know-it-all. I’m a person who knows lots of things and likes to correct other people when they’re wrong.,SHELDON,PENNY
454,We got to get out of here.,OTHERS,SHELDON
455,I won’t.,OTHERS,RAJ
456,"Excuse me, Stuart. Have you read the new Flash?",SHELDON,LEONARD
457,"Hang on. Are you feeling insecure? Because that’s my thing, and if you take it away, I don’t know what I’m bringing to this relationship.",LEONARD,SHELDON
458,She’s a lovely girl. Cute as a button.,OTHERS,SHELDON
459,Don’t answer that. It’s a trick question. I speak from experience.,SHELDON,SHELDON
460,You’re right. I should embrace the chaos.,SHELDON,SHELDON
461,"Boy, I don’t know if I could be friends with Howie if we broke up.",OTHERS,SHELDON
462,"Yeah, but I don’t think that’s going to happen in a documentary about the Holocaust.",PENNY,LEONARD
463,I will. Excuse me.,LEONARD,HOWARD
464,"As if Valentine’s Day wasn’t bad enough, you try to kill my dog? And with cheap chocolate, no less?",RAJ,PENNY
465,Why?,HOWARD,LEONARD
466,"Hey, just because a man shows caring for another man doesn’t mean he’s displaying the love that dare not speak its name. Did she definitely say she didn’t want kids?",RAJ,SHELDON
467,Thank you.,LEONARD,SHELDON
468,Okay.,RAJ,HOWARD
469,The end.,LEONARD,HOWARD
470,Howie.,OTHERS,PENNY
471,"Oh, he’s not coming out until he sees proof you don’t have an air freshener in your car.",HOWARD,LEONARD
472,That pan had to soak and you know it.,HOWARD,LEONARD
473,Okay…,LEONARD,LEONARD
474,How could you? We had a pact!,HOWARD,SHELDON
475,Not exactly. They spent a ton of money developing this dandruff medication that had the side effect of horrible anal leakage.,HOWARD,SHELDON
476,"Okay, lady, you are way out of line.",PENNY,RAJ
477,How many times do I have to say I’m sorry?,PENNY,LEONARD
478,Maybe that’s because your hole is still open.,PENNY,HOWARD
479,"My mother dragged me there and she plopped me down on your lap and you asked me what I wanted for Christmas. And I told you, my Pop-Pop, because that was the year my grandfather died. I missed him and I wanted him back.",SHELDON,OTHERS
480,I didn’t ask for your permission.,OTHERS,LEONARD
481,"It’s just where I need them. You know, she doesn’t have a lot of closet space.",LEONARD,SHELDON
482,"Oh, I did spend a lot of my shower time with Lieutenant Uhura.",HOWARD,RAJ
483,But it is what you got me last year.,LEONARD,PENNY
484,"Because it’s a story of a pretty blonde girl tirelessly pursued by a small, oddly-shaped man?",SHELDON,RAJ
485,What do you say?,LEONARD,LEONARD
486,"Yeah, for future reference, that’s a while.",PENNY,SHELDON
487,Hi.,HOWARD,LEONARD
488,"What, and you think I want to see a documentary about aluminium can recycling?",PENNY,SHELDON
489,Oh. What are you doing here?,OTHERS,SHELDON
490,"Very well. Cooper to Enterprise, one to beam up. Energise.  Ah. Tiny Spock. Help.",SHELDON,PENNY
491,She’s been in there a long time.,OTHERS,SHELDON
492,What are you talking about?,PENNY,SHELDON
493,You want me to use my intelligence in a tawdry competition? Would you ask Picasso to play Pictionary? Would you ask Noah Webster to play Boggle? Would you ask Jacques Cousteau to play Go Fish?,SHELDON,SHELDON
494,"Oh, thanks, man.",RAJ,LEONARD
495,Fine.,LEONARD,PENNY
496,What’s that like?,OTHERS,HOWARD
497,"Double potion, please.",LEONARD,OTHERS
498,"It won’t help. Once he finds a joke he likes, he sticks with it.",OTHERS,SHELDON
499,Who’s going to officiate?,OTHERS,SHELDON
500,"Hey, you didn’t want a Slurpee at 7-Eleven, you don’t get glasses.",LEONARD,SHELDON
501,What’s classified?,PENNY,LEONARD
502,Hi.,PENNY,SHELDON
503,Not us. Him.,HOWARD,SHELDON
504,"Uh, okay, let’s see. They’ve got spicy food and there’s a chance you’ll get diarrhoea.",RAJ,PENNY
505,"No, I’m into it, I’m into it. Just, there’s so much pressure to make the night special, and it never works out.",PENNY,PENNY
506,I went and looked. It was a high and tiny window. She must have been very motivated.,RAJ,LEONARD
507,We’ll be there.,HOWARD,SHELDON
508,"It’s perfect. It appears romantic, but it’s really just a rock in space that gets me out of Valentine’s Day forever.",SHELDON,SHELDON
509,"Uh, yeah, can you, uh, reach that, uh, gravy boat up there?",RAJ,LEONARD
510,"Howard, why don’t we just work on the robot?",LEONARD,PENNY
511,"Yeah, maybe your dad’s right.",OTHERS,SHELDON
512,"Okay, wait. What are we doing?",PENNY,SHELDON
513,But it’s frozen.,HOWARD,OTHERS
514,"Yeah. Yeah, I guess I am.",LEONARD,PENNY
515,"Hey, Raj. if Howard can’t keep the TARDIS, how great would it look at your place?",OTHERS,LEONARD
516,"By the way, I couldn’t help overhearing your big finish. Bravo, Leonard.",HOWARD,HOWARD
517,Why would you buy peppermint schnapps?,LEONARD,LEONARD
518,Maybe that’s what they want to talk about.,RAJ,PENNY
519,Could you two really have some sort of super-intelligent child?,PENNY,PENNY
520,He did.,SHELDON,HOWARD
521,"Yes, to a poor waitress who loves a boot cut.",PENNY,LEONARD
522,"You know what? It’s, it’s none of my business. If you want to sleep with Sheldon’s doctor buddy right after we stopped seeing each other, go for it.",PENNY,SHELDON
523,Raj.,HOWARD,SHELDON
524,Why don’t you let me do this.,SHELDON,SHELDON
525,"He’s not the Marvel comic story, he’s the original Norse God.",HOWARD,SHELDON
526,"Uh, do you know how Penny told Raj he should have left her off his list?",LEONARD,LEONARD
527,"Oh, I’m up all night. I’m like a possum. Boy, you were not liked in high school, were you?",OTHERS,LEONARD
528,Your house?,LEONARD,SHELDON
529,"Well, how do we do that?",HOWARD,LEONARD
530,"Oh, just a big misunderstanding. You know, you’d actually like my brother, he’s kind of a chemist. Anyway, I was thinking I’d have thanksgiving here, and you are all invited.",PENNY,LEONARD
531,I broke up with Rebecca.,OTHERS,SHELDON
532,What?,LEONARD,OTHERS
533,Aaaaah. What was I thinking? Wolowitzes are not a lifting people. We tip the lifting people.,HOWARD,RAJ
534,Here comes Kripke!,RAJ,SHELDON
535,"Well, with that sorted out, I’m happy to answer your question, Bernadette. Howard started it.",SHELDON,SHELDON
536,Should we go back and rescue him?,OTHERS,SHELDON
537,"Yeah. Okay, how do you prevent eddy currents in a transformer?",HOWARD,PENNY
538,I don’t know. Sheldon’s so vulnerable right now.,OTHERS,SHELDON
539,"Well, admittedly, this brushes up against my well-known aversions to heat, small places, going below floor-level, dampness, hatches, ladders, darkness, echoes, and eliminating in Home Depot buckets. That last one is quite new, but I have a feeling that’s gonna rocket to the top of the list.",SHELDON,HOWARD
540,"You know, if playing that game is more important to you than honouring your commitment to me, and you don’t mind me showing up at a party all by myself after I’ve already told everybody I’ll be bringing somebody, then, fine. Go home and play your game.",OTHERS,SHELDON
541,Hmm. Would have been more flattered if you were a homosexual.,OTHERS,PENNY
542,"Oh, yay for me. What about you guys? I can’t promise anything, but people do make money off stuff like this.",LEONARD,HOWARD
543,"No, wait! I have a speech.",SHELDON,RAJ
544,Fine.,OTHERS,RAJ
545,Somebody else do it.,LEONARD,PENNY
546,"Hey, how come we never get that option?",HOWARD,LEONARD
547,One top secret quantum guidance system.,OTHERS,HOWARD
548,What? You gotta be kidding me?,HOWARD,RAJ
549,Why can’t Leonard teach you?,SHELDON,PENNY
550,"Really, because I saw Peter Pan, and you’re dressed exactly like Cathy Rigby. She was a little bigger than you, but it’s basically the same look, man.",RAJ,PENNY
551,Hi.,LEONARD,PENNY
552,"Okay, movie night, what do you want to watch?",OTHERS,PENNY
553,I like cows.,SHELDON,SHELDON
554,"Needy Baby, Greedy Baby indeed.",SHELDON,SHELDON
555,"Swell, how do I play genetic predisposition?",OTHERS,SHELDON
556,Yes.,LEONARD,SHELDON
557,I got asked to sign autographs there.,PENNY,LEONARD
558,Here’s the money. Can we do this?,LEONARD,OTHERS
559,I can’t believe you kept this.,LEONARD,LEONARD
560,Yeah. Last week we smoked cigars and pretended to be dragons.,OTHERS,LEONARD
561,The living room appears to be empty.,RAJ,LEONARD
562,"Oh, no, it’s okay. I just found a wobble.",RAJ,LEONARD
563,It can be. Confetti fight. Maybe you should take a break. I got this.,LEONARD,SHELDON
564,I’d take Sheldon to Switzerland.,HOWARD,SHELDON
565,"Howard, let me just stop you right here.",OTHERS,PENNY
566,Howard.,OTHERS,LEONARD
567,Hello.,SHELDON,SHELDON
568,"What if someone kidnaps me, forces me to record my voice, and then cuts off my thumb?",SHELDON,SHELDON
569,"Why can’t they do something sensible like Sheldon and start their own comic book convention? Also, who wants to throw me out that window?",OTHERS,SHELDON
