,Episodes,Episode_Names,Characters,Lines,Season
413,102,The Sonogram At The End,ROSS,well may wanna steer clear word dump chance he's gonna break shell man y'know try look terrific know it'll hard y'know uh hey i'll go i'll give barry back ring go carol susan ob/gyn,1
414,102,The Sonogram At The End,RACHEL,oh get carol tomorrow get complicate,1
415,102,The Sonogram At The End,ROSS,get,1
416,102,The Sonogram At The End,RACHEL,remember high school together,1
417,102,The Sonogram At The End,ROSS,yeah,1
418,102,The Sonogram At The End,RACHEL,mean think gonna meet somone fall love that'd ross,1
419,102,The Sonogram At The End,ROSS,yes yes,1
420,102,The Sonogram At The End,RACHEL,oh man never think i'd,1
421,102,The Sonogram At The End,ROSS,either,1
422,102,The Sonogram At The End,ROSS,sorry i'm late stuck work big dinosaur thing anyway,1
423,102,The Sonogram At The End,SUSAN,hi,1
424,102,The Sonogram At The End,CAROL,ross remember susan,1
425,102,The Sonogram At The End,ROSS,could forget,1
426,102,The Sonogram At The End,SUSAN,ross,1
427,102,The Sonogram At The End,ROSS,hello susan good shake good shake uh we're wait,1
428,102,The Sonogram At The End,CAROL,dr oberman,1
429,102,The Sonogram At The End,ROSS,dr oberman okay,1
431,102,The Sonogram At The End,ROSS,course uh familiar special situation,1
432,102,The Sonogram At The End,CAROL,yes supportive,1
433,102,The Sonogram At The End,ROSS,okay that's great i'm oh,1
434,102,The Sonogram At The End,CAROL,thanks,1
435,102,The Sonogram At The End,ROSS,quack quack,1
436,102,The Sonogram At The End,CAROL,ross open cervix,1
437,102,The Sonogram At The End,RACHEL,barry,1
438,102,The Sonogram At The End,BARRY,c'mon,1
439,102,The Sonogram At The End,RACHEL,sure,1
440,102,The Sonogram At The End,BARRY,yeah fine fine robbie's gonna hour,1
441,102,The Sonogram At The End,ROBBIE,huh,1
442,102,The Sonogram At The End,BARRY,ya doin,1
443,102,The Sonogram At The End,RACHEL,i'm uh i'm okay look great,1
444,102,The Sonogram At The End,BARRY,yeah well,1
445,102,The Sonogram At The End,BERNICE,dr farber jason greenstein's gag,1
446,102,The Sonogram At The End,BARRY,right back sec,1
447,102,The Sonogram At The End,RACHEL,dumped,1
448,102,The Sonogram At The End,ROBBIE,okay,1
449,102,The Sonogram At The End,ROSS,um how's uh how's gonna work y'know y'know like important decision make,1
450,102,The Sonogram At The End,CAROL,give instance,1
451,102,The Sonogram At The End,ROSS,well uh uh know okay okay uh baby's name,1
452,102,The Sonogram At The End,CAROL,marlon,1
453,102,The Sonogram At The End,ROSS,marlon,1
454,102,The Sonogram At The End,CAROL,boy minnie girl,1
455,102,The Sonogram At The End,ROSS,mouse,1
456,102,The Sonogram At The End,CAROL,grandmother,1
457,102,The Sonogram At The End,ROSS,still say minnie hear mouse um um julia,1
458,102,The Sonogram At The End,CAROL,julia,1
459,102,The Sonogram At The End,SUSAN,agree minnie,1
460,102,The Sonogram At The End,ROSS,s'funny um uh agree we'd spend rest live together thing change roll punch believe julia's table,1
461,102,The Sonogram At The End,BARRY,sorry,1
462,102,The Sonogram At The End,RACHEL,oh much i-i get job,1
463,102,The Sonogram At The End,BARRY,oh that's great,1
464,102,The Sonogram At The End,RACHEL,tan,1
465,102,The Sonogram At The End,BARRY,oh uh go aruba,1
466,102,The Sonogram At The End,RACHEL,oh go honeymoon alone,1
467,102,The Sonogram At The End,BARRY,go uh may hurt,1
469,102,The Sonogram At The End,BARRY,go mindy,1
470,102,The Sonogram At The End,RACHEL,mindy maid honour mindy,1
471,102,The Sonogram At The End,BARRY,yeah well uh we're kind thing,1
472,102,The Sonogram At The End,RACHEL,oh well um get plug,1
473,102,The Sonogram At The End,BARRY,careful quite take yet,1
474,102,The Sonogram At The End,RACHEL,get lens hate stick finger eye,1
475,102,The Sonogram At The End,BARRY,listen really want thank,1
476,102,The Sonogram At The End,RACHEL,okay,1
477,102,The Sonogram At The End,BARRY,see month ago want hurt i've ever want hurt anyone life i'm orthodontist,1
478,102,The Sonogram At The End,RACHEL,wow,1
479,102,The Sonogram At The End,BARRY,know right mean think happy happy mindy i'm happy spit,1
482,102,The Sonogram At The End,RACHEL,anyway um guess belongs thank give,1
483,102,The Sonogram At The End,BARRY,well thank give back,1
484,102,The Sonogram At The End,ROBBIE,hello,1
485,102,The Sonogram At The End,SUSAN,oh please what's wrong helen,1
486,102,The Sonogram At The End,ROSS,helen geller think,1
487,102,The Sonogram At The End,CAROL,hello gonna helen geller,1
488,102,The Sonogram At The End,ROSS,thank,1
489,102,The Sonogram At The End,CAROL,mean geller,1
490,102,The Sonogram At The End,ROSS,gonna helen willick,1
491,102,The Sonogram At The End,CAROL,actually um talk helen willick-bunch,1
492,102,The Sonogram At The End,ROSS,well wait minute wha title,1
493,102,The Sonogram At The End,SUSAN,baby,1
494,102,The Sonogram At The End,ROSS,oh s'funny really um remember make sperm,1
495,102,The Sonogram At The End,SUSAN,yeah know challenge,1
496,102,The Sonogram At The End,CAROL,right two stop,1
497,102,The Sonogram At The End,ROSS,get credit hey i'm,1
498,102,The Sonogram At The End,CAROL,ross actually suggest helen willick-bunch-geller cause think border child abuse,1
499,102,The Sonogram At The End,ROSS,course i'm suggest geller-willick-bunch,1
500,102,The Sonogram At The End,SUSAN,oh nonononono see he's know no-one's gonna say name they'll wind call geller get way,1
501,102,The Sonogram At The End,ROSS,way you-you think way believe way ever imagine moment life way y'know uh um hard i'm can't,1
502,102,The Sonogram At The End,ALL,yeah yeah little,1
503,102,The Sonogram At The End,ROSS,uh y'know i'm gonna go think involve particular thing right,1
504,102,The Sonogram At The End,ROSS,oh god,1
505,102,The Sonogram At The End,SUSAN,look,1
506,102,The Sonogram At The End,CAROL,know,1
507,102,The Sonogram At The End,ROSS,well amaze,1
508,102,The Sonogram At The End,JOEY,suppose seeing,1
509,102,The Sonogram At The End,CHANDLER,dunno think attack enterprise,1
510,102,The Sonogram At The End,PHOEBE,know tilt head leave relax eye kinda look like old potato,1
511,102,The Sonogram At The End,ROSS,alright,1
512,102,The Sonogram At The End,PHOEBE,okay,1
513,102,The Sonogram At The End,ROSS,monica whaddya think,1
514,102,The Sonogram At The End,MONICA,mm-hmm,1
515,102,The Sonogram At The End,ROSS,wh well,1
517,102,The Sonogram At The End,ROSS,well,1
519,102,The Sonogram At The End,ROSS,gonna aunt,1
520,102,The Sonogram At The End,MONICA,oh shut,1
521,102,The Sonogram At The End,RACHEL,hi mindy hi it-it's rachel yeah i'm fine i-i saw barry today oh yeah yeah he-he told okay hope two happy really oh oh mind y'know if-if everything work guys end get married kid everything hope old hairline old nose okay know cheap shot feel much well,1
522,103,The Thumb,PHOEBE,hi guy,1
523,103,The Thumb,ALL,hey pheebs hi,1
524,103,The Thumb,ROSS,hey oh oh how'd go,1
525,103,The Thumb,PHOEBE,um good walk subway say,1
526,103,The Thumb,ALL,ohh ouch,1
527,103,The Thumb,RACHEL,say that's good right,1
528,103,The Thumb,MONICA,uh loosely translate mean never see naked,1
529,103,The Thumb,RACHEL,since,1
530,103,The Thumb,JOEY,since always like date language y'know like mean,1
531,103,The Thumb,CHANDLER,nice guy mean i'm gonna date leather-wearing alcoholic complain,1
532,103,The Thumb,PHOEBE,y'know um think see people mean ha ha already,1
533,103,The Thumb,RACHEL,everybody know,1
534,103,The Thumb,JOEY,yeah cushion blow,1
535,103,The Thumb,CHANDLER,yeah like kid parent put dog sleep tell go live farm,1
536,103,The Thumb,ROSS,that's funny uh parent actually uh send dog live farm,1
537,103,The Thumb,MONICA,uh ross,1
538,103,The Thumb,ROSS,wh hello millners farm connecticut millners unbelievable farm horse rabbit could chase oh god chi chi,1
539,103,The Thumb,CHANDLER,feel know die,1
540,103,The Thumb,JOEY,warden five minute pain live knowledge send honest man die,1
541,103,The Thumb,CHANDLER,hey really good,1
542,103,The Thumb,JOEY,thanks let's keep go,1
543,103,The Thumb,CHANDLER,okay whaddya want damone huh,1
544,103,The Thumb,JOEY,wanna go back cell cause cell smoke,1
545,103,The Thumb,CHANDLER,smoke away,1
546,103,The Thumb,CHANDLER,think probably damone smoke cell alone,1
548,103,The Thumb,CHANDLER,relax hand,1
549,103,The Thumb,CHANDLER,much,1
550,103,The Thumb,JOEY,whoah,1
551,103,The Thumb,CHANDLER,hey,1
552,103,The Thumb,JOEY,hey,1
553,103,The Thumb,CHANDLER,alright try take puff,1
554,103,The Thumb,CHANDLER,alright okay give,1
555,103,The Thumb,JOEY,give cigarette,1
556,103,The Thumb,CHANDLER,fine fine look wanna get part,1
557,103,The Thumb,CHANDLER,think cigarette think thing that's miss hand hold feel right feel complete,1
558,103,The Thumb,JOEY,y'miss,1
559,103,The Thumb,CHANDLER,nah much alright smoke oh god,1
560,103,The Thumb,MONICA,say distance tip guy's thumb tip index finger,1
561,103,The Thumb,JOEY,that's ridiculous,1
562,103,The Thumb,ROSS,use either thumb,1
563,103,The Thumb,RACHEL,alright tell tell decaf cappucino joey coffee black late iced tea i'm get pretty good,1
564,103,The Thumb,ALL,yeah yeah excellent,1
565,103,The Thumb,RACHEL,good,1
566,103,The Thumb,JOEY,y'okay phoebe,1
567,103,The Thumb,PHOEBE,yeah i'm work bank,1
569,103,The Thumb,PHOEBE,nothing okay i'm go mail open monthly know statement,1
570,103,The Thumb,ROSS,easy,1
571,103,The Thumb,PHOEBE,there's five hundred extra dollar account,1
572,103,The Thumb,CHANDLER,oh satan's minion work,1
573,103,The Thumb,PHOEBE,yes cause go deal,1
574,103,The Thumb,JOEY,talk keep,1
575,103,The Thumb,PHOEBE,mine earn keep would like steal,1
576,103,The Thumb,RACHEL,yeah spent would like shopping,1
577,103,The Thumb,PHOEBE,okay okay let's say buy really great pair shoe know i'd hear every step take not-mine not-mine not-mine even happy okay skip not-not-mine not-not-mine not-not-mine not-not-mine,1
578,103,The Thumb,MONICA,we're get,1
579,103,The Thumb,PHOEBE,okay i'd i'd never able enjoy would like giant karmic debt,1
580,103,The Thumb,RACHEL,chandler,1
581,103,The Thumb,MONICA,hey whaddya,1
582,103,The Thumb,ALL,oh oh god,1
584,103,The Thumb,CHANDLER,i'm smoke i'm smoking i'm smoking,1
585,103,The Thumb,PHOEBE,oh can't believe good three year,1
586,103,The Thumb,CHANDLER,reward,1
587,103,The Thumb,ROSS,hold second alright think go last time quit,1
588,103,The Thumb,CHANDLER,okay time quit,1
589,103,The Thumb,ALL,ohhh put,1
590,103,The Thumb,CHANDLER,right i'm put i'm put,1
591,103,The Thumb,PHOEBE,oh can't drink,1
592,103,The Thumb,MONICA,alright i'm gonna go change i've get date,1
593,103,The Thumb,RACHEL,alan how's goin,1
594,103,The Thumb,MONICA,s'going pretty good y'know nice we're fun,1
595,103,The Thumb,JOEY,get meet guy,1
596,103,The Thumb,MONICA,let's see today's monday never,1
597,103,The Thumb,ALL,oh come come,1
598,103,The Thumb,MONICA,happen steve,1
599,103,The Thumb,CHANDLER,talk love schhteve schhteve schhexy sorry,1
600,103,The Thumb,MONICA,look even know feel yet give chance figure,1
601,103,The Thumb,RACHEL,well meet,1
602,103,The Thumb,MONICA,nope schhorry,1
603,103,The Thumb,MONICA,mean let meet mean bring guy home within five minute they're mean they're like coyote pick weak member herd,1
604,103,The Thumb,PAULA,listen someone who's see fair share bad beef i'll tell,1
605,103,The Thumb,MONICA,know wish i'd bring guy home actually like,1
606,103,The Thumb,PAULA,well realise odds happen little slimmer never get meet guy,1
607,103,The Thumb,JOEY,let go ross,1
608,103,The Thumb,ROSS,yeah well know chi chi,1
609,103,The Thumb,MONICA,promise,1
610,103,The Thumb,ALL,yeah promise we'll good,1
611,103,The Thumb,MONICA,chandler promise good,1
612,103,The Thumb,JOEY,come filter-tipped little buddy stay outside,1
613,103,The Thumb,ROSS,hey pheebs,1
614,103,The Thumb,PHOEBE,dear buffay thank call attention error credit account five hundred dollar we're sorry inconvenience hope accept football phone free gift believe thousand dollar football phone,1
615,103,The Thumb,RACHEL,bank,1
616,103,The Thumb,MONICA,hey,1
617,103,The Thumb,ALAN,alan,1
618,103,The Thumb,JOEY,chandler he's,1
619,103,The Thumb,MONICA,okay please good please remember much like,1
620,103,The Thumb,MONICA,hi alan everybody everybody alan,1
621,103,The Thumb,ALAN,hi,1
622,103,The Thumb,ALL,hi alan,1
623,103,The Thumb,ALAN,i've heard schho much guyschh,1
624,103,The Thumb,MONICA,thanks i'll call tomorrow okay okay let's let alan-bashing begin who's gonna take first shot hmm,1
625,103,The Thumb,MONICA,c'mon,1
626,103,The Thumb,ROSS,i'll go let's start way keep pick i'm sorry can't can't love,1
627,103,The Thumb,ALL,love yeah he's great,1
628,103,The Thumb,MONICA,wait minute we're talk someone i'm go,1
629,103,The Thumb,ALL,yeah,1
630,103,The Thumb,RACHEL,notice,1
631,103,The Thumb,JOEY,know great way smile kinda crook,1
632,103,The Thumb,PHOEBE,yes yes like man shoe,1
633,103,The Thumb,ROSS,shoe,1
634,103,The Thumb,PHOEBE,nursery rhyme crook man crook smile live shoe,1
635,103,The Thumb,ROSS,think alan become yardstick future boyfriend measure,1
636,103,The Thumb,RACHEL,future boyfriends nono th think could y'know,1
637,103,The Thumb,MONICA,really,1
638,103,The Thumb,CHANDLER,oh yeah i'd marry david hasselhof impression alone know i'm gonna party right,1
639,103,The Thumb,ROSS,know like though,1
641,103,The Thumb,ROSS,way make feel,1
642,103,The Thumb,ALL,yeah,1
643,103,The Thumb,MONICA,hi game,1
644,103,The Thumb,ROSS,well,1
645,103,The Thumb,ALL,thank yes,1
646,103,The Thumb,MONICA,fantastic one question,1
647,103,The Thumb,JOEY,alan,1
648,103,The Thumb,ROSS,unbelievable like that-that-that bug bunny cartoon bug play position right instead bug first base-alan second base-alan third base,1
649,103,The Thumb,RACHEL,mean it-it like like make team,1
650,103,The Thumb,CHANDLER,yep sure show hassidic jeweller thing two softball,1
651,103,The Thumb,MONICA,ask guy question d'you ever think alan maybe sometimes,1
653,103,The Thumb,MONICA,dunno little alan,1
654,103,The Thumb,RACHEL,well that's impossible never alan,1
655,103,The Thumb,ROSS,yeah uh innate alan-ness that-that-that adore,1
656,103,The Thumb,CHANDLER,personally could gallon alan,1
657,103,The Thumb,PHOEBE,hey lizzie,1
658,103,The Thumb,LIZZIE,hey weird girl,1
659,103,The Thumb,PHOEBE,bring alphabet soup,1
660,103,The Thumb,LIZZIE,pick vowel,1
661,103,The Thumb,PHOEBE,yes leave cause y'know sometimes uh also something else,1
662,103,The Thumb,LIZZIE,saltine,1
663,103,The Thumb,PHOEBE,would like thousand dollar football phone,1
664,103,The Thumb,LIZZIE,oh god there's really money,1
665,103,The Thumb,PHOEBE,know,1
666,103,The Thumb,LIZZIE,weird girl,1
667,103,The Thumb,PHOEBE,want want,1
668,103,The Thumb,LIZZIE,ha-i give something,1
669,103,The Thumb,PHOEBE,oh that's fine,1
670,103,The Thumb,LIZZIE,would like tin-foil hat,1
671,103,The Thumb,PHOEBE,cause need okay thanks,1
672,103,The Thumb,LIZZIE,please let something,1
673,103,The Thumb,PHOEBE,okay alright buy soda we're even okay,1
674,103,The Thumb,LIZZIE,okay,1
675,103,The Thumb,PHOEBE,okay,1
676,103,The Thumb,LIZZIE,keep change sure wanna pretzel,1
677,103,The Thumb,PHOEBE,i'm fine,1
678,103,The Thumb,LIZZIE,see ya,1
679,103,The Thumb,PHOEBE,huh,1
680,103,The Thumb,ROSS,thumb,1
681,103,The Thumb,ALL,eww,1
682,103,The Thumb,PHOEBE,know know open float like tiny little hitch-hiker,1
683,103,The Thumb,CHANDLER,well maybe contest y'know like collect five,1
684,103,The Thumb,PHOEBE,um anyone wanna see,1
685,103,The Thumb,ALL,nooo,1
686,103,The Thumb,ALL,oh hey cut,1
687,103,The Thumb,RACHEL,bad thumb,1
688,103,The Thumb,CHANDLER,hey unfair,1
689,103,The Thumb,MONICA,oh unfair,1
690,103,The Thumb,CHANDLER,flaw big deal like joey's constant knuckle-cracking annoy ross over-pronouncing every single word monica snort laugh mean hell thing accept flaw can't accept,1
691,103,The Thumb,JOEY,knuckle-cracking bother everybody,1
692,103,The Thumb,RACHEL,well i-i could live without,1
693,103,The Thumb,JOEY,well like little annoy like phoebe chew hair,1
694,103,The Thumb,ROSS,oh listen pheebs think endear,1
695,103,The Thumb,JOEY,oh,1
696,103,The Thumb,ROSS,know there's nothing wrong speaking correctly,1
697,103,The Thumb,RACHEL,indeed really get back work,1
698,103,The Thumb,PHOEBE,yeah cause otherwise someone might get actually order,1
699,103,The Thumb,RACHEL,ohh-ho-hooohhh hair come glove come,1
700,103,The Thumb,MONICA,ever go guy friend really like,1
702,103,The Thumb,MONICA,okay well i'm go guy friend really like,1
703,103,The Thumb,PAULA,waitwait talk coyote right cow get,1
704,103,The Thumb,MONICA,believe y'know feel thing mean feel thing feel thing,1
